Date,FL - Max Air Temp (F),FL - Min Air Temp (F),FL - Avg Air Temp (F),FL - Avg Humidity (%),FL - Precip (in),FL - Precip Cover (%),FL - Wind Speed (mph),FL - Sea Level Pressure,FL - UV Index
2010-01-21,80.76666666666667,58.63333333333333,69.66666666666667,72.86666666666666,0.0,0.0,20.366666666666667,1012.35,6.333333333333333
2010-01-22,76.5,64.06666666666666,70.93333333333334,80.83333333333333,0.17266666666666666,11.11,16.633333333333333,1011.25,6.666666666666667
2010-01-23,76.86666666666666,58.300000000000004,67.03333333333333,73.63333333333334,0.004,2.776666666666667,12.366666666666667,1014.0,6.333333333333333
2010-01-24,81.5,64.43333333333334,72.0,71.73333333333333,0.0,0.0,19.333333333333332,1011.1500000000001,7.0
2010-01-25,74.0,51.23333333333333,66.33333333333333,65.96666666666667,0.15566666666666665,8.333333333333334,19.599999999999998,1011.7,6.0
2010-01-26,69.2,44.166666666666664,55.86666666666667,63.03333333333333,0.0023333333333333335,1.39,13.633333333333333,1021.45,8.0
2010-01-27,68.46666666666665,42.6,54.26666666666667,49.63333333333333,0.0023333333333333335,1.39,11.433333333333332,1024.9499999999998,8.0
2010-01-28,73.39999999999999,44.76666666666667,58.23333333333333,54.03333333333333,0.0,0.0,9.9,1024.15,8.0
2010-01-29,76.23333333333333,51.93333333333334,63.36666666666667,61.06666666666666,0.0,0.0,9.433333333333334,1019.05,6.666666666666667
2010-01-30,77.2,59.1,67.56666666666666,66.0,0.0006666666666666666,1.39,18.066666666666666,1012.75,4.666666666666667
2010-01-31,64.2,53.36666666666667,57.86666666666667,62.833333333333336,0.0,0.0,15.600000000000001,1017.75,6.0
2010-02-01,65.46666666666667,53.23333333333333,60.4,70.03333333333333,0.114,12.5,11.633333333333333,1018.95,1.3333333333333333
2010-02-02,72.73333333333333,56.86666666666667,65.3,71.3,0.23433333333333337,15.276666666666666,12.066666666666668,1014.95,4.0
2010-02-03,67.03333333333335,51.333333333333336,57.06666666666666,63.86666666666667,0.0,0.0,12.733333333333334,1018.95,8.0
2010-02-04,75.66666666666667,51.166666666666664,63.300000000000004,59.26666666666667,0.0,0.0,14.100000000000001,1018.8499999999999,7.0
2010-02-05,77.63333333333334,62.73333333333333,68.26666666666667,68.2,0.247,9.723333333333334,19.900000000000002,1011.55,3.0
2010-02-06,68.36666666666667,53.73333333333333,60.96666666666667,82.10000000000001,0.0033333333333333335,2.776666666666667,22.2,1009.8,6.666666666666667
2010-02-07,58.43333333333334,45.26666666666667,52.23333333333333,73.86666666666666,0.0,0.0,12.0,1015.05,8.0
2010-02-08,66.96666666666667,39.199999999999996,51.86666666666667,70.86666666666667,0.0,0.0,8.433333333333334,1017.8,8.0
2010-02-09,73.7,51.800000000000004,62.26666666666667,89.8,0.043000000000000003,8.333333333333334,18.866666666666667,1013.0,6.333333333333333
2010-02-10,61.1,43.1,53.03333333333333,72.46666666666667,0.0,0.0,17.166666666666668,1016.0999999999999,8.0
2010-02-11,59.03333333333333,37.23333333333333,47.6,66.03333333333333,0.036,4.166666666666667,11.866666666666667,1017.1500000000001,7.333333333333333
2010-02-12,64.43333333333334,46.96666666666667,54.86666666666667,82.33333333333333,0.21866666666666665,11.11,21.3,1008.2,4.666666666666667
2010-02-13,55.6,41.03333333333333,48.199999999999996,78.10000000000001,0.0,0.0,17.400000000000002,1014.5,8.0
2010-02-14,56.833333333333336,37.43333333333334,46.43333333333334,73.7,0.0,0.0,9.5,1019.15,7.666666666666667
2010-02-15,68.86666666666667,37.4,53.4,77.7,0.0,0.0,12.966666666666667,1016.0,8.0
2010-02-16,59.4,43.1,52.0,74.96666666666667,0.0,0.0,17.566666666666666,1017.7,9.0
2010-02-17,59.699999999999996,39.56666666666667,48.833333333333336,77.63333333333334,0.0,0.0,18.266666666666666,1018.9000000000001,7.0
2010-02-18,61.166666666666664,41.06666666666667,49.73333333333333,73.53333333333333,0.0,0.0,13.6,1021.35,8.0
2010-02-19,62.699999999999996,40.9,51.300000000000004,72.5,0.0,0.0,8.366666666666667,1021.75,4.666666666666667
2010-02-20,70.60000000000001,48.23333333333333,58.23333333333333,69.93333333333334,0.0,0.0,7.3,1020.4,6.666666666666667
2010-02-21,76.2,48.96666666666667,62.9,78.36666666666666,0.0036666666666666666,1.39,10.9,1017.5,7.666666666666667
2010-02-22,75.0,58.666666666666664,66.86666666666667,85.33333333333333,0.001,1.39,16.166666666666668,1009.6,3.3333333333333335
2010-02-23,78.23333333333333,60.833333333333336,68.10000000000001,86.83333333333333,0.0,0.0,9.533333333333333,1007.7,7.666666666666667
2010-02-24,72.89999999999999,52.4,62.4,91.63333333333333,0.043333333333333335,4.166666666666667,18.533333333333335,1008.8,4.333333333333333
2010-02-25,60.199999999999996,41.43333333333334,50.53333333333333,68.53333333333333,0.0,0.0,20.0,1016.85,9.0
2010-02-26,63.800000000000004,36.5,48.833333333333336,66.56666666666666,0.0,0.0,11.866666666666667,1017.85,9.0
2010-02-27,58.03333333333333,39.4,48.76666666666667,86.93333333333334,0.023666666666666666,9.723333333333334,14.700000000000001,1012.25,5.0
2010-02-28,65.66666666666667,42.199999999999996,52.833333333333336,73.96666666666667,0.011333333333333334,1.39,16.46666666666667,1016.55,9.0
2010-03-01,69.76666666666667,37.76666666666667,53.53333333333333,75.43333333333334,0.0,0.0,7.266666666666667,1015.95,9.0
2010-03-02,72.56666666666668,48.93333333333334,60.46666666666667,82.53333333333333,0.13599999999999998,8.333333333333334,23.333333333333332,1006.5,7.333333333333333
2010-03-03,59.5,45.199999999999996,52.166666666666664,76.10000000000001,0.0,0.0,20.599999999999998,1012.8499999999999,7.0
2010-03-04,60.06666666666666,41.63333333333333,49.300000000000004,72.36666666666666,0.0,0.0,17.733333333333334,1018.15,9.0
2010-03-05,63.6,36.666666666666664,49.6,70.13333333333334,0.0,0.0,12.700000000000001,1020.4000000000001,9.0
2010-03-06,66.89999999999999,38.9,52.36666666666667,67.10000000000001,0.0,0.0,11.666666666666666,1022.35,9.0
2010-03-07,70.66666666666667,38.86666666666667,54.43333333333334,66.63333333333334,0.0,0.0,12.1,1023.25,9.666666666666666
2010-03-08,72.8,44.0,57.96666666666667,68.43333333333334,0.0,0.0,8.233333333333333,1020.3,9.0
2010-03-09,73.46666666666667,50.4,61.333333333333336,63.13333333333333,0.0,0.0,9.833333333333334,1017.65,6.333333333333333
2010-03-10,79.36666666666666,50.43333333333334,66.13333333333333,69.13333333333333,0.0,0.0,14.1,1014.5,9.0
2010-03-11,77.23333333333333,64.7,70.26666666666667,85.43333333333334,0.6193333333333333,23.61,23.400000000000002,1008.75,3.3333333333333335
2010-03-12,67.56666666666666,63.166666666666664,65.10000000000001,93.33333333333333,1.1866666666666668,34.723333333333336,13.733333333333334,1005.5,3.3333333333333335
2010-03-13,71.03333333333333,56.166666666666664,63.53333333333333,75.10000000000001,0.006333333333333333,22.223333333333333,21.8,1007.2,9.0
2010-03-14,71.5,53.86666666666667,62.96666666666667,70.66666666666667,0.0026666666666666666,9.723333333333334,19.433333333333334,1011.05,9.0
2010-03-15,72.23333333333333,52.93333333333334,62.03333333333333,75.06666666666666,0.002,8.333333333333334,21.366666666666664,1013.35,9.0
2010-03-16,67.89999999999999,51.36666666666667,58.833333333333336,73.26666666666667,0.0013333333333333333,5.5566666666666675,12.133333333333333,1016.05,8.0
2010-03-17,67.8,51.800000000000004,58.5,78.7,0.04066666666666666,13.89,15.5,1015.5,8.666666666666666
2010-03-18,66.0,50.76666666666667,57.86666666666667,73.60000000000001,0.0006666666666666666,2.776666666666667,17.166666666666668,1014.85,9.0
2010-03-19,71.33333333333333,48.26666666666667,59.46666666666667,73.46666666666667,0.001,4.166666666666667,11.133333333333333,1018.0,9.333333333333334
2010-03-20,75.26666666666667,48.199999999999996,62.199999999999996,73.63333333333333,0.001,4.166666666666667,10.366666666666667,1018.8499999999999,9.666666666666666
2010-03-21,75.89999999999999,57.53333333333333,65.43333333333334,85.13333333333333,0.8169999999999998,19.44333333333333,18.866666666666667,1015.3,7.333333333333333
2010-03-22,70.26666666666667,55.86666666666667,62.333333333333336,78.60000000000001,0.02033333333333333,12.5,19.233333333333334,1015.95,9.0
2010-03-23,71.39999999999999,55.06666666666666,61.93333333333334,72.46666666666667,0.0,0.0,13.6,1018.2,10.0
2010-03-24,76.76666666666667,49.46666666666667,63.06666666666666,68.66666666666667,0.0023333333333333335,1.39,10.333333333333334,1019.55,9.0
2010-03-25,79.39999999999999,57.666666666666664,68.93333333333334,70.2,0.0003333333333333333,1.39,11.666666666666666,1016.75,8.666666666666666
2010-03-26,79.39999999999999,60.13333333333333,70.36666666666666,76.39999999999999,0.371,13.89,15.766666666666666,1012.55,8.666666666666666
2010-03-27,81.63333333333334,52.63333333333333,66.7,70.66666666666667,0.004666666666666667,2.776666666666667,12.766666666666666,1016.85,10.0
2010-03-28,76.06666666666666,63.9,69.2,81.13333333333334,0.6066666666666667,15.276666666666666,14.9,1015.15,5.333333333333333
2010-03-29,71.46666666666665,56.36666666666667,65.53333333333333,76.7,0.725,29.166666666666668,21.766666666666666,1009.5999999999999,8.666666666666666
2010-03-30,72.56666666666666,52.800000000000004,61.63333333333333,61.9,0.0,0.0,15.033333333333331,1016.3,10.0
2010-03-31,75.13333333333334,48.166666666666664,61.53333333333333,65.26666666666667,0.0,0.0,10.066666666666668,1020.0,10.0
2010-04-01,80.0,50.86666666666667,64.83333333333333,68.8,0.0,0.0,7.866666666666667,1020.55,10.0
2010-04-02,81.76666666666667,55.13333333333333,67.93333333333334,70.0,0.0026666666666666666,1.39,11.0,1018.95,10.0
2010-04-03,82.86666666666667,56.36666666666667,69.3,69.8,0.0023333333333333335,1.39,10.4,1018.7,9.333333333333334
2010-04-04,82.23333333333333,57.73333333333333,69.66666666666667,71.60000000000001,0.0026666666666666666,1.39,11.566666666666668,1020.85,10.0
2010-04-05,81.96666666666667,58.5,69.7,69.66666666666667,0.0,0.0,11.0,1022.65,10.0
2010-04-06,82.03333333333333,59.666666666666664,70.56666666666666,69.39999999999999,0.0,0.0,11.299999999999999,1020.7,10.0
2010-04-07,83.06666666666666,59.166666666666664,71.53333333333333,68.2,0.0,0.0,11.1,1018.0,10.0
2010-04-08,82.73333333333333,63.56666666666666,73.0,73.46666666666667,0.0023333333333333335,1.39,13.966666666666667,1015.4000000000001,8.333333333333334
2010-04-09,82.43333333333334,67.03333333333333,73.86666666666666,72.53333333333335,0.021333333333333333,6.9433333333333325,14.066666666666668,1016.45,8.333333333333334
2010-04-10,81.3,61.23333333333333,70.63333333333334,65.60000000000001,0.0,0.0,14.833333333333334,1022.3,10.0
2010-04-11,78.16666666666667,65.23333333333333,70.39999999999999,73.33333333333333,0.3313333333333333,16.666666666666668,13.766666666666666,1021.6,7.333333333333333
2010-04-12,79.53333333333335,63.63333333333333,70.36666666666667,71.26666666666667,0.0026666666666666666,11.11,16.3,1019.75,8.333333333333334
2010-04-13,81.76666666666667,62.300000000000004,71.56666666666666,70.16666666666667,0.001,4.166666666666667,17.266666666666666,1020.4,9.333333333333334
2010-04-14,80.73333333333333,63.96666666666667,71.33333333333333,69.5,0.0,0.0,20.366666666666667,1023.5999999999999,10.0
2010-04-15,80.66666666666667,62.26666666666667,70.16666666666667,70.39999999999999,0.0,0.0,16.866666666666664,1023.95,8.333333333333334
2010-04-16,80.03333333333335,61.79999999999999,70.13333333333334,69.83333333333333,0.0,0.0,13.866666666666667,1020.85,9.666666666666666
2010-04-17,78.33333333333333,62.46666666666667,70.13333333333334,74.63333333333334,0.022333333333333334,12.5,10.666666666666666,1016.15,7.666666666666667
2010-04-18,73.10000000000001,64.13333333333333,68.16666666666667,84.03333333333333,0.35300000000000004,37.5,11.299999999999999,1012.85,3.3333333333333335
2010-04-19,79.39999999999999,63.26666666666667,69.73333333333333,77.76666666666667,0.18633333333333332,19.44666666666667,11.9,1013.45,9.0
2010-04-20,80.73333333333333,62.333333333333336,70.8,75.36666666666666,0.031,2.776666666666667,10.233333333333333,1014.25,9.333333333333334
2010-04-21,79.3,65.53333333333333,71.46666666666667,73.46666666666667,0.017333333333333333,4.166666666666667,11.833333333333334,1012.15,9.333333333333334
2010-04-22,82.53333333333333,60.26666666666667,71.43333333333334,70.13333333333333,0.0023333333333333335,1.39,8.666666666666666,1014.0,10.0
2010-04-23,84.53333333333335,60.73333333333333,73.0,69.8,0.0,0.0,10.666666666666666,1015.7,9.0
2010-04-24,87.43333333333334,63.666666666666664,75.0,69.43333333333334,0.0,0.0,14.166666666666666,1015.4,10.0
2010-04-25,85.46666666666665,68.89999999999999,75.89999999999999,75.3,0.5079999999999999,6.946666666666668,17.166666666666668,1010.7,7.333333333333333
2010-04-26,83.0,67.0,74.73333333333333,71.66666666666667,0.9383333333333334,29.166666666666668,17.466666666666665,1005.75,8.333333333333334
2010-04-27,81.93333333333334,61.93333333333334,71.86666666666666,67.93333333333334,0.0,0.0,15.666666666666666,1010.25,10.0
2010-04-28,77.3,61.699999999999996,69.43333333333334,59.6,0.0,0.0,11.233333333333334,1015.35,8.666666666666666
2010-04-29,81.43333333333334,55.56666666666666,69.26666666666667,65.93333333333334,0.0,0.0,8.966666666666667,1017.4,9.666666666666666
2010-04-30,85.39999999999999,69.13333333333334,76.89999999999999,71.66666666666667,0.007,2.776666666666667,13.799999999999999,1016.05,9.666666666666666
2010-05-01,90.7,71.0,80.36666666666666,73.16666666666667,0.0,0.0,14.4,1015.8,10.0
2010-05-02,91.66666666666667,72.39999999999999,81.06666666666666,72.46666666666667,0.0,0.0,14.466666666666667,1016.6500000000001,10.0
2010-05-03,90.5,73.0,81.33333333333333,72.0,0.002,1.39,13.466666666666667,1017.4,10.0
2010-05-04,90.06666666666666,73.13333333333333,81.03333333333333,73.23333333333333,0.0,0.0,13.366666666666667,1016.05,10.0
2010-05-05,89.46666666666665,73.43333333333334,80.73333333333333,74.23333333333333,0.0,0.0,11.733333333333334,1015.15,9.666666666666666
2010-05-06,89.0,71.3,80.16666666666667,75.53333333333335,0.13566666666666666,1.39,9.633333333333335,1015.95,9.333333333333334
2010-05-07,91.26666666666667,71.8,81.10000000000001,72.33333333333333,0.002,2.776666666666667,9.066666666666666,1017.2,10.0
2010-05-08,90.16666666666667,72.39999999999999,80.8,71.7,0.0,0.0,13.533333333333333,1017.85,10.0
2010-05-09,89.3,72.0,79.53333333333335,75.10000000000001,0.017666666666666667,2.776666666666667,10.5,1018.8,9.666666666666666
2010-05-10,86.83333333333333,67.36666666666666,76.76666666666667,66.83333333333333,0.0,0.0,13.733333333333334,1020.6500000000001,10.0
2010-05-11,88.36666666666667,68.63333333333334,77.76666666666667,63.06666666666666,0.0,0.0,14.433333333333332,1021.6500000000001,10.0
2010-05-12,86.7,65.76666666666667,76.33333333333333,69.93333333333334,0.0,0.0,13.933333333333332,1021.7,10.0
2010-05-13,87.0,66.0,76.23333333333333,70.63333333333333,0.0,0.0,13.666666666666666,1022.25,10.0
2010-05-14,89.2,67.2,78.13333333333334,73.10000000000001,0.0,0.0,13.866666666666667,1023.25,10.0
2010-05-15,89.36666666666667,68.86666666666667,79.26666666666667,70.8,0.0,0.0,12.933333333333332,1021.15,9.0
2010-05-16,87.46666666666665,70.06666666666666,76.10000000000001,81.96666666666667,0.6723333333333333,19.44333333333333,11.9,1018.75,4.666666666666667
2010-05-17,85.7,69.96666666666667,75.83333333333333,88.63333333333333,0.07966666666666666,12.5,15.866666666666667,1016.55,3.3333333333333335
2010-05-18,87.53333333333335,69.7,78.33333333333333,84.96666666666665,0.015,6.946666666666668,8.6,1015.05,8.333333333333334
2010-05-19,83.63333333333333,70.3,77.26666666666667,84.63333333333333,0.004,4.166666666666667,7.466666666666666,1014.65,4.333333333333333
2010-05-20,89.86666666666667,69.03333333333335,79.13333333333334,82.8,0.0,0.0,9.233333333333334,1014.9,9.333333333333334
2010-05-21,91.03333333333335,71.46666666666665,81.0,79.8,0.0,0.0,12.033333333333333,1016.65,10.0
2010-05-22,90.06666666666666,69.23333333333333,79.46666666666667,80.03333333333333,0.0,0.0,13.533333333333333,1016.95,10.0
2010-05-23,91.0,68.93333333333334,79.36666666666666,79.10000000000001,0.0,0.0,14.700000000000001,1016.0,10.0
2010-05-24,90.26666666666667,68.33333333333333,78.89999999999999,79.36666666666666,0.18066666666666667,4.166666666666667,12.033333333333333,1013.85,10.0
2010-05-25,86.93333333333334,70.96666666666665,77.86666666666666,83.66666666666667,0.07766666666666666,8.333333333333334,10.633333333333333,1013.35,8.333333333333334
2010-05-26,88.39999999999999,68.33333333333333,78.56666666666666,78.06666666666666,0.0026666666666666666,2.776666666666667,10.633333333333335,1012.4,10.0
2010-05-27,89.33333333333333,69.39999999999999,79.46666666666665,77.53333333333335,0.05466666666666667,1.39,10.799999999999999,1010.65,10.0
2010-05-28,88.86666666666667,71.3,78.66666666666667,76.76666666666667,0.016,2.776666666666667,13.133333333333333,1010.1,8.666666666666666
2010-05-29,86.33333333333333,70.7,77.2,83.66666666666667,0.13733333333333334,4.166666666666667,11.633333333333333,1010.75,9.0
2010-05-30,89.16666666666667,71.73333333333333,79.33333333333333,81.10000000000001,0.023666666666666666,5.5566666666666675,10.366666666666667,1013.65,8.666666666666666
2010-05-31,90.93333333333334,72.46666666666665,80.93333333333334,79.43333333333334,0.07666666666666667,6.9433333333333325,10.733333333333334,1016.45,10.0
2010-06-01,90.8,73.3,81.36666666666666,78.5,0.04833333333333333,2.776666666666667,7.3999999999999995,1016.1,9.333333333333334
2010-06-02,91.46666666666665,73.06666666666666,81.39999999999999,78.60000000000001,0.0003333333333333333,1.39,11.433333333333335,1013.9,8.666666666666666
2010-06-03,89.33333333333333,73.53333333333333,80.3,81.26666666666667,0.05533333333333334,4.166666666666667,9.6,1013.25,4.333333333333333
2010-06-04,90.06666666666666,74.06666666666666,81.8,77.76666666666667,0.16866666666666666,12.5,14.4,1015.05,5.0
2010-06-05,91.3,74.66666666666667,83.0,74.1,0.13333333333333333,1.39,12.133333333333333,1016.7,4.333333333333333
2010-06-06,93.36666666666667,75.03333333333335,83.46666666666667,76.13333333333333,0.010666666666666666,1.39,11.066666666666668,1016.05,5.0
2010-06-07,90.60000000000001,76.56666666666666,83.43333333333334,82.39999999999999,0.13966666666666666,2.776666666666667,14.066666666666668,1014.9000000000001,7.333333333333333
2010-06-08,91.89999999999999,76.56666666666666,83.4,78.60000000000001,0.0,0.0,13.733333333333334,1016.35,8.333333333333334
2010-06-09,90.59999999999998,72.10000000000001,80.93333333333334,77.13333333333334,0.0,0.0,11.866666666666667,1018.25,10.0
2010-06-10,92.76666666666667,70.73333333333333,81.60000000000001,74.96666666666667,0.0,0.0,9.166666666666666,1017.35,10.0
2010-06-11,95.3,73.46666666666665,83.76666666666667,75.7,0.005,2.776666666666667,11.133333333333333,1018.15,9.333333333333334
2010-06-12,94.53333333333335,73.56666666666666,83.36666666666666,76.53333333333335,0.007666666666666666,1.39,12.700000000000001,1019.0999999999999,8.0
2010-06-13,92.59999999999998,74.93333333333334,82.63333333333333,79.43333333333334,0.11233333333333334,2.776666666666667,8.666666666666666,1017.7,6.0
2010-06-14,94.26666666666667,75.86666666666667,84.13333333333334,74.43333333333334,0.0023333333333333335,1.39,11.4,1016.0999999999999,8.0
2010-06-15,96.16666666666667,76.46666666666665,84.7,73.2,0.013333333333333334,8.336666666666668,9.833333333333334,1017.0,6.666666666666667
2010-06-16,95.96666666666665,76.73333333333333,84.60000000000001,74.2,0.2356666666666667,6.9433333333333325,14.166666666666666,1018.4,5.666666666666667
2010-06-17,92.43333333333334,73.86666666666667,81.5,76.86666666666666,0.3403333333333333,11.11,7.266666666666667,1017.9,5.0
2010-06-18,91.23333333333333,74.60000000000001,80.93333333333334,71.43333333333334,0.13133333333333333,9.719999999999999,11.833333333333334,1017.9,5.666666666666667
2010-06-19,92.23333333333333,72.89999999999999,81.0,70.13333333333333,0.223,11.11,11.933333333333332,1018.3,6.666666666666667
2010-06-20,89.73333333333333,73.63333333333333,79.56666666666666,75.06666666666666,0.45966666666666667,12.5,15.233333333333333,1017.2,7.333333333333333
2010-06-21,92.53333333333335,73.60000000000001,80.7,71.3,0.8300000000000001,16.666666666666668,12.700000000000001,1017.55,6.333333333333333
2010-06-22,91.86666666666667,73.46666666666665,82.5,78.43333333333334,0.006333333333333333,2.776666666666667,13.0,1018.95,8.666666666666666
2010-06-23,93.36666666666667,75.8,84.03333333333335,71.93333333333334,0.0,0.0,14.366666666666667,1019.3000000000001,9.666666666666666
2010-06-24,93.0,74.03333333333335,83.53333333333333,71.76666666666667,0.0,0.0,13.933333333333332,1017.9,10.0
2010-06-25,94.10000000000001,75.39999999999999,83.76666666666667,73.56666666666666,0.05366666666666667,8.333333333333334,13.5,1017.1666666666666,6.333333333333333
2010-06-26,93.89999999999999,75.73333333333333,83.16666666666667,76.16666666666667,0.082,6.9433333333333325,11.200000000000001,1015.9333333333334,8.333333333333334
2010-06-27,93.73333333333333,75.89999999999999,82.93333333333334,77.43333333333334,0.31966666666666665,8.333333333333334,15.0,1014.4,4.666666666666667
2010-06-28,92.23333333333333,75.43333333333334,82.2,78.60000000000001,0.14433333333333334,9.723333333333334,12.299999999999999,1014.1666666666666,6.666666666666667
2010-06-29,92.39999999999999,76.4,83.13333333333333,75.96666666666667,0.23266666666666666,4.166666666666667,15.133333333333333,1015.6,6.0
2010-06-30,92.06666666666666,74.86666666666666,80.93333333333334,81.26666666666667,0.275,18.05666666666667,14.299999999999999,1017.5333333333333,5.0
2010-07-01,91.0,73.89999999999999,79.56666666666666,84.3,0.8816666666666667,25.003333333333334,12.533333333333333,1018.5666666666666,7.0
2010-07-02,86.3,73.2,77.93333333333334,84.8,0.06166666666666667,12.5,10.066666666666666,1017.6,5.0
2010-07-03,85.86666666666667,73.76666666666667,77.86666666666667,87.06666666666666,0.15133333333333335,16.666666666666668,12.9,1016.6333333333333,4.666666666666667
2010-07-04,83.0,73.2,76.89999999999999,89.23333333333333,0.3116666666666667,31.94666666666667,9.200000000000001,1017.1666666666666,3.6666666666666665
2010-07-05,85.36666666666667,73.13333333333334,76.8,87.60000000000001,0.7576666666666667,27.78,12.433333333333332,1017.1333333333333,3.0
2010-07-06,87.76666666666667,73.10000000000001,78.06666666666666,85.60000000000001,0.105,8.333333333333334,9.200000000000001,1016.6333333333333,4.666666666666667
2010-07-07,90.53333333333335,73.93333333333334,81.46666666666665,76.06666666666666,0.004,2.78,12.566666666666668,1016.2,10.0
2010-07-08,90.89999999999999,72.39999999999999,81.43333333333332,70.8,0.001,1.39,8.6,1015.55,10.0
2010-07-09,93.06666666666666,74.33333333333333,83.66666666666667,71.23333333333333,0.0,0.0,7.1000000000000005,1015.8499999999999,9.666666666666666
2010-07-10,92.3,76.03333333333333,84.06666666666666,69.86666666666666,0.0,0.0,10.200000000000001,1016.35,10.0
2010-07-11,89.63333333333333,73.83333333333333,81.89999999999999,75.26666666666667,0.03966666666666666,4.166666666666667,9.966666666666667,1015.55,10.0
2010-07-12,88.76666666666667,77.0,82.53333333333333,75.63333333333334,0.033,4.166666666666667,9.233333333333333,1015.15,5.333333333333333
2010-07-13,89.73333333333333,76.39999999999999,83.26666666666667,73.03333333333333,0.0,0.0,8.5,1016.65,6.666666666666667
2010-07-14,92.3,78.26666666666667,84.10000000000001,73.10000000000001,0.0033333333333333335,1.39,13.1,1017.6666666666666,6.333333333333333
2010-07-15,91.7,75.13333333333333,82.06666666666666,79.2,0.30833333333333335,11.11,8.733333333333333,1018.0333333333333,4.333333333333333
2010-07-16,91.10000000000001,73.3,82.23333333333333,74.66666666666667,0.010666666666666666,2.776666666666667,13.5,1018.9333333333334,6.666666666666667
2010-07-17,92.53333333333335,77.60000000000001,84.16666666666667,68.96666666666667,0.0,0.0,11.533333333333333,1019.65,6.333333333333333
2010-07-18,91.5,75.16666666666667,83.43333333333334,70.96666666666667,0.0,0.0,13.333333333333334,1018.8,7.333333333333333
2010-07-19,93.2,77.26666666666667,84.43333333333334,70.89999999999999,0.0016666666666666668,1.39,13.5,1018.15,6.666666666666667
2010-07-20,93.53333333333335,77.16666666666667,84.8,70.10000000000001,0.007666666666666666,1.39,15.666666666666666,1019.1,7.666666666666667
2010-07-21,93.76666666666667,76.33333333333333,84.60000000000001,70.16666666666667,0.0,0.0,15.266666666666666,1019.55,9.0
2010-07-22,93.56666666666668,75.33333333333333,83.8,70.83333333333333,0.0,0.0,13.033333333333333,1018.45,8.333333333333334
2010-07-23,86.46666666666665,77.60000000000001,80.89999999999999,78.93333333333334,0.513,26.39,18.233333333333334,1016.45,4.0
2010-07-24,92.43333333333334,77.83333333333333,83.16666666666667,86.13333333333333,0.18066666666666667,16.666666666666668,11.333333333333334,1017.65,8.333333333333334
2010-07-25,91.73333333333333,76.66666666666667,83.39999999999999,82.23333333333333,0.005,8.333333333333334,12.200000000000001,1018.4,7.666666666666667
2010-07-26,92.06666666666666,75.03333333333335,83.8,73.7,0.0013333333333333333,4.166666666666667,7.400000000000001,1018.9,6.0
